Date,Location,PM2.5,NO2,SO2,AQI
2023-06-08 00:00:00,Madurai,,44.73,24.045,70.86333333333333
2023-06-08 00:00:00,Mumbai,,,,190.515
2023-06-08 00:00:00,Nagpur,178.51999999999998,46.3475,,173.28583333333333
2023-06-08 00:00:00,Nashik,,23.66,,44.754999999999995
2023-06-08 00:00:00,Patna,,26.83,10.39,39.5875
2023-06-08 00:00:00,Pune,286.44,54.324999999999996,,204.22375
2023-06-08 00:00:00,Surat,104.21,,,156.14999999999998
2023-06-09 00:00:00,Ahmedabad,164.97500000000002,,,98.10750000000002
2023-06-09 00:00:00,Bengaluru,299.45,,,215.6775
2023-06-09 00:00:00,Bhopal,,89.34,48.67,69.77375
2023-06-09 00:00:00,Chandigarh,,78.37,16.13,114.97416666666666
2023-06-09 00:00:00,Chennai,149.23,,21.59,131.7225
2023-06-09 00:00:00,Coimbatore,92.05,,,69.76333333333332
2023-06-09 00:00:00,Delhi,246.825,43.72,30.215,106.91999999999997
2023-06-09 00:00:00,Hyderabad,173.57,,,173.57
2023-06-09 00:00:00,Indore,249.84,54.43,15.98,126.04400000000001
2023-06-09 00:00:00,Jaipur,22.02,39.355000000000004,,110.55041666666666
2023-06-09 00:00:00,Kochi,,66.625,8.415,58.461666666666666
2023-06-09 00:00:00,Kolkata,,,,
2023-06-09 00:00:00,Lucknow,,49.83,24.87,36.27333333333333
2023-06-09 00:00:00,Madurai,278.74,40.57,13.024999999999999,99.27624999999999
2023-06-09 00:00:00,Mumbai,28.59,40.33,42.2,60.185
2023-06-09 00:00:00,Nagpur,99.86,28.95,8.24,100.723
2023-06-09 00:00:00,Nashik,162.27666666666667,28.74,42.22,67.06416666666667
2023-06-09 00:00:00,Patna,86.99,,22.38,93.63666666666666
2023-06-09 00:00:00,Pune,191.70999999999998,43.46666666666667,19.705000000000002,84.96055555555556
2023-06-09 00:00:00,Surat,,53.97,,55.81333333333333
2023-06-10 00:00:00,Ahmedabad,13.53,97.32,,185.3755555555555
2023-06-10 00:00:00,Bengaluru,230.2,,30.44,234.80333333333337
2023-06-10 00:00:00,Bhopal,293.93,40.04666666666666,41.65,110.27666666666667
2023-06-10 00:00:00,Chandigarh,78.79,48.905,10.344999999999999,45.575
2023-06-10 00:00:00,Chennai,98.7,13.32,,64.64
2023-06-10 00:00:00,Coimbatore,179.78,25.91,20.45,121.01875000000001
2023-06-10 00:00:00,Delhi,,,8.99,24.395
2023-06-10 00:00:00,Hyderabad,78.11,,,194.32333333333335
2023-06-10 00:00:00,Indore,177.35999999999999,,27.61,191.4283333333333
2023-06-10 00:00:00,Jaipur,48.49,92.88,28.09,76.89
2023-06-10 00:00:00,Kochi,160.08,,23.225,113.82166666666667
2023-06-10 00:00:00,Kolkata,182.25,46.89,14.553333333333333,83.54583333333333
2023-06-10 00:00:00,Lucknow,40.43,47.34,,52.3675
2023-06-10 00:00:00,Madurai,58.07,30.04,,144.4775
2023-06-10 00:00:00,Mumbai,147.72,71.23,,117.20333333333333
2023-06-10 00:00:00,Nagpur,,,29.927500000000002,29.927500000000002
2023-06-10 00:00:00,Nashik,168.26999999999998,,,185.76
2023-06-10 00:00:00,Patna,173.99666666666667,93.49,12.459999999999999,154.68533333333335
2023-06-10 00:00:00,Pune,21.22,30.905,,92.34166666666665
2023-06-10 00:00:00,Surat,,,10.77,101.09666666666665
2023-06-11 00:00:00,Ahmedabad,,72.35,12.83,129.4
2023-06-11 00:00:00,Bengaluru,,59.96,8.43,125.00333333333333
2023-06-11 00:00:00,Bhopal,226.28,88.78,34.16,113.44899999999998
2023-06-11 00:00:00,Chandigarh,13.1,57.13,16.77,92.374
2023-06-11 00:00:00,Chennai,52.14,,,95.94000000000001
2023-06-11 00:00:00,Coimbatore,271.98,10.48,2.95,80.2775
2023-06-11 00:00:00,Delhi,,54.06,18.315,134.88375000000002
2023-06-11 00:00:00,Hyderabad,116.29,62.065,20.815,157.61333333333334
2023-06-11 00:00:00,Indore,113.09999999999998,53.876666666666665,36.555,67.84388888888888
2023-06-11 00:00:00,Jaipur,,68.36500000000001,39.14,99.02624999999999
2023-06-11 00:00:00,Kochi,125.66,90.45,17.076666666666668,86.77791666666667
2023-06-11 00:00:00,Kolkata,,18.555,11.75,57.29125
2023-06-11 00:00:00,Lucknow,282.15,91.85,32.45,138.98933333333335
2023-06-11 00:00:00,Madurai,222.52999999999997,47.53,20.62,169.81133333333332
2023-06-11 00:00:00,Mumbai,,27.195,20.725,99.82875
2023-06-11 00:00:00,Nagpur,,59.58,3.26,31.419999999999998
2023-06-11 00:00:00,Nashik,,6.17,,65.36
2023-06-11 00:00:00,Patna,183.675,71.96,,111.70875
2023-06-11 00:00:00,Pune,,,,222.91083333333333
2023-06-11 00:00:00,Surat,147.24,,,123.48
2023-06-12 00:00:00,Ahmedabad,53.64,52.79,34.16,49.8175
2023-06-12 00:00:00,Bengaluru,,,29.519999999999996,89.28666666666668
2023-06-12 00:00:00,Bhopal,230.35,,40.51,195.34777777777776
2023-06-12 00:00:00,Chandigarh,102.205,,15.73,144.64833333333334
2023-06-12 00:00:00,Chennai,130.44,,40.55,88.58666666666667
2023-06-12 00:00:00,Coimbatore,,,,142.85
2023-06-12 00:00:00,Delhi,,91.04,36.876666666666665,76.6988888888889
2023-06-12 00:00:00,Hyderabad,189.89000000000001,17.72,23.427500000000002,136.31520833333335
2023-06-12 00:00:00,Indore,197.94,58.67,2.67,178.65749999999997
2023-06-12 00:00:00,Jaipur,154.12,40.505,,94.46944444444445
2023-06-12 00:00:00,Kochi,204.66,,,167.89
2023-06-12 00:00:00,Kolkata,129.295,58.0,24.92,139.265
2023-06-12 00:00:00,Lucknow,,,42.81,66.81833333333333
2023-06-12 00:00:00,Madurai,,60.3,24.26,61.16
2023-06-12 00:00:00,Mumbai,169.565,48.336666666666666,,101.72305555555556
2023-06-12 00:00:00,Nagpur,215.87,,33.78,191.33749999999998
2023-06-12 00:00:00,Nashik,22.15,70.3,25.54,113.56700000000001
2023-06-12 00:00:00,Patna,107.42,,31.91,141.065
2023-06-12 00:00:00,Pune,,,20.669999999999998,110.37
2023-06-12 00:00:00,Surat,65.07333333333334,22.3,26.310000000000002,124.84266666666664
2023-06-13 00:00:00,Ahmedabad,,86.83,22.92,68.93666666666667
2023-06-13 00:00:00,Bengaluru,198.64499999999998,,,301.6225
2023-06-13 00:00:00,Bhopal,,,,130.35
2023-06-13 00:00:00,Chandigarh,210.10500000000002,85.71000000000001,27.645000000000003,97.30000000000001
2023-06-13 00:00:00,Chennai,,47.795,16.165,42.46333333333333
2023-06-13 00:00:00,Coimbatore,74.83,,,87.67999999999999
2023-06-13 00:00:00,Delhi,299.19,,,148.04666666666665
2023-06-13 00:00:00,Hyderabad,166.55,61.705,,129.57166666666666
2023-06-13 00:00:00,Indore,,43.17,2.87,92.78333333333335
2023-06-13 00:00:00,Jaipur,55.96,90.92,17.17,93.47500000000001
2023-06-13 00:00:00,Kochi,,79.39,44.91,62.324444444444445
2023-06-13 00:00:00,Kolkata,224.715,,5.9,98.05833333333332
2023-06-13 00:00:00,Lucknow,266.85,75.89,19.89,163.6456
2023-06-13 00:00:00,Madurai,97.1,27.24,29.80333333333333,149.09266666666664
2023-06-13 00:00:00,Mumbai,,75.84,,75.84
2023-06-13 00:00:00,Nagpur,200.95,99.97,13.983333333333333,104.96777777777777
2023-06-13 00:00:00,Nashik,,99.27,17.87,119.8275
2023-06-13 00:00:00,Patna,276.89,30.34,44.11,184.8225
2023-06-13 00:00:00,Pune,,31.25,10.71,146.73999999999998
2023-06-13 00:00:00,Surat,,70.02,,94.13166666666666
2023-06-14 00:00:00,Ahmedabad,,34.093333333333334,48.63,193.00777777777776
2023-06-14 00:00:00,Bengaluru,74.98666666666666,,43.315,121.45125
2023-06-14 00:00:00,Bhopal,165.935,,45.46,180.35625000000002
2023-06-14 00:00:00,Chandigarh,138.45666666666668,,30.080000000000002,131.5366666666667
2023-06-14 00:00:00,Chennai,,84.35,,169.6
2023-06-14 00:00:00,Coimbatore,,93.84,12.1,58.89166666666667
2023-06-14 00:00:00,Delhi,80.72,51.916666666666664,15.295,58.76433333333333
2023-06-14 00:00:00,Hyderabad,144.09,53.48,19.31,125.59759999999999
2023-06-14 00:00:00,Indore,90.46999999999998,13.91,,149.1125
2023-06-14 00:00:00,Jaipur,,49.43,5.88,57.88222222222222
2023-06-14 00:00:00,Kochi,,48.73,10.82,138.20000000000002
2023-06-14 00:00:00,Kolkata,271.49,,19.405,145.4475
2023-06-14 00:00:00,Lucknow,,91.83,19.79,118.94583333333334
2023-06-14 00:00:00,Madurai,148.88,,4.51,76.695
2023-06-14 00:00:00,Mumbai,134.95,5.83,,161.67
2023-06-14 00:00:00,Nagpur,,51.535000000000004,32.4,138.75833333333333
2023-06-14 00:00:00,Nashik,,44.315,4.57,100.70875
2023-06-14 00:00:00,Patna,206.59,,13.83,83.4
2023-06-14 00:00:00,Pune,66.15,,11.355,83.73166666666667
2023-06-14 00:00:00,Surat,91.955,,17.393333333333334,158.2461111111111
2023-06-15 00:00:00,Ahmedabad,274.24,74.58,,134.1425
2023-06-15 00:00:00,Bengaluru,225.46,40.215,8.17,82.79375
2023-06-15 00:00:00,Bhopal,286.07500000000005,,,193.39722222222224
2023-06-15 00:00:00,Chandigarh,160.778,62.215,19.43,112.5806
2023-06-15 00:00:00,Chennai,,36.06,,136.45666666666668
2023-06-15 00:00:00,Coimbatore,205.09499999999997,,28.186666666666667,107.56388888888887
2023-06-15 00:00:00,Delhi,,,,62.585
2023-06-15 00:00:00,Hyderabad,83.7,50.879999999999995,30.91,97.676
2023-06-15 00:00:00,Indore,214.315,,6.1,98.77277777777778
2023-06-15 00:00:00,Jaipur,,,45.27,50.52
2023-06-15 00:00:00,Kochi,123.22999999999999,66.115,48.46,110.65875
2023-06-15 00:00:00,Kolkata,279.84,58.8,43.03,115.52799999999999
2023-06-15 00:00:00,Lucknow,124.41666666666667,66.11500000000001,21.740000000000002,102.51233333333334
2023-06-15 00:00:00,Madurai,164.89,,5.38,77.91166666666666
2023-06-15 00:00:00,Mumbai,144.465,,13.780000000000001,97.4525
2023-06-15 00:00:00,Nagpur,,43.203333333333326,12.43,87.74944444444445
2023-06-15 00:00:00,Nashik,122.36000000000001,78.225,47.91,117.84625
2023-06-15 00:00:00,Patna,,82.11,26.05,125.40333333333335
2023-06-15 00:00:00,Pune,111.81,56.31666666666666,,142.18291666666667
2023-06-15 00:00:00,Surat,118.94,68.81,,173.1825
2023-06-16 00:00:00,Ahmedabad,85.03,,,232.9475
2023-06-16 00:00:00,Bengaluru,160.55666666666664,,42.15,93.65888888888888
2023-06-16 00:00:00,Bhopal,239.44,61.285,,184.94166666666663
2023-06-16 00:00:00,Chandigarh,14.76,,17.105,108.74
2023-06-16 00:00:00,Chennai,279.39,45.965,,138.415
2023-06-16 00:00:00,Coimbatore,,24.01,17.856666666666666,51.29041666666667
2023-06-16 00:00:00,Delhi,,,14.94,151.35
2023-06-16 00:00:00,Hyderabad,,,11.99,174.16875
2023-06-16 00:00:00,Indore,112.42333333333333,,44.13,139.5811111111111
2023-06-16 00:00:00,Jaipur,87.88,18.025,,71.38833333333334
2023-06-16 00:00:00,Kochi,,78.48,40.705,65.115
2023-06-16 00:00:00,Kolkata,66.69,26.64,,57.98333333333333
2023-06-16 00:00:00,Lucknow,,40.97,,235.54000000000002
2023-06-16 00:00:00,Madurai,,16.83,38.9,127.62875
2023-06-16 00:00:00,Mumbai,138.47,,,141.1316666666667
2023-06-16 00:00:00,Nagpur,254.68,,,146.00666666666666
2023-06-16 00:00:00,Nashik,133.685,,23.3,167.65374999999997
2023-06-16 00:00:00,Patna,,,40.61,40.61
2023-06-16 00:00:00,Pune,,75.91,18.285,135.185
2023-06-16 00:00:00,Surat,152.05,54.475,12.76,71.04100000000001
2023-06-17 00:00:00,Ahmedabad,202.115,57.095,13.34,79.9425
2023-06-17 00:00:00,Bengaluru,185.75,92.82,,140.97333333333333
2023-06-17 00:00:00,Bhopal,139.52,50.265,,117.58125
2023-06-17 00:00:00,Chandigarh,249.215,94.98,,117.49875
2023-06-17 00:00:00,Chennai,189.94,,31.865000000000002,221.65166666666664
2023-06-17 00:00:00,Coimbatore,,,21.73,106.57233333333333
2023-06-17 00:00:00,Delhi,84.92,,32.17,114.28083333333333
2023-06-17 00:00:00,Hyderabad,225.99,26.12,,119.08500000000001
2023-06-17 00:00:00,Indore,262.96,,,178.8125
2023-06-17 00:00:00,Jaipur,116.55,59.42,,208.67
2023-06-17 00:00:00,Kochi,160.12333333333333,54.55666666666667,34.25,133.755
2023-06-17 00:00:00,Kolkata,281.47,,10.406666666666666,146.79791666666665
2023-06-17 00:00:00,Lucknow,199.87,26.72,,123.64000000000003
2023-06-17 00:00:00,Madurai,156.65,21.38,25.81,98.48125
2023-06-17 00:00:00,Mumbai,133.72,,46.29,90.005
2023-06-17 00:00:00,Nagpur,289.84,86.05,,217.14166666666665
2023-06-17 00:00:00,Nashik,145.87333333333333,,30.310000000000002,173.12208333333334
2023-06-17 00:00:00,Patna,142.67,55.365,,115.625
2023-06-17 00:00:00,Pune,165.02,33.99,,110.01124999999999
2023-06-17 00:00:00,Surat,226.38333333333333,,4.66,115.52166666666666
2023-06-18 00:00:00,Ahmedabad,101.14,34.66,,102.73875000000001
2023-06-18 00:00:00,Bengaluru,45.94,65.31,41.36,62.11750000000001
2023-06-18 00:00:00,Bhopal,,20.46,46.15,122.66999999999999
2023-06-18 00:00:00,Chandigarh,178.048,57.57,40.17,162.24075
2023-06-18 00:00:00,Chennai,208.83,,23.596666666666664,98.49888888888889
2023-06-18 00:00:00,Coimbatore,295.18,,,281.94
2023-06-18 00:00:00,Delhi,141.51,,24.32,167.28500000000003
2023-06-18 00:00:00,Hyderabad,161.64000000000001,54.375,10.07,116.46600000000001
2023-06-18 00:00:00,Indore,,53.58,,91.3425
2023-06-18 00:00:00,Jaipur,224.04,45.74,11.975,126.402
2023-06-18 00:00:00,Kochi,33.45,,,187.09
2023-06-18 00:00:00,Kolkata,114.51499999999999,67.07,24.43,80.02599999999998
2023-06-18 00:00:00,Lucknow,,51.43,29.55,134.5275
2023-06-18 00:00:00,Madurai,163.755,52.74,5.14,102.72375
2023-06-18 00:00:00,Mumbai,,64.38,7.38,156.40666666666667
2023-06-18 00:00:00,Nagpur,119.83,67.175,22.0275,124.70183333333334
2023-06-18 00:00:00,Nashik,106.85000000000001,62.925,,92.03125000000001
2023-06-18 00:00:00,Patna,154.655,,45.93,100.2925
2023-06-18 00:00:00,Pune,19.9,,,19.9
2023-06-18 00:00:00,Surat,,27.25,43.11,117.435
2023-06-19 00:00:00,Ahmedabad,12.33,,15.2,161.68666666666664
2023-06-19 00:00:00,Bengaluru,,,27.63,96.91499999999999
2023-06-19 00:00:00,Bhopal,,7.07,10.11,26.65833333333333
2023-06-19 00:00:00,Chandigarh,256.08,43.056666666666665,26.384999999999998,114.51791666666666
2023-06-19 00:00:00,Chennai,170.39000000000001,,38.31,87.2
2023-06-19 00:00:00,Coimbatore,186.77,50.27,,237.09333333333333
2023-06-19 00:00:00,Delhi,,60.334999999999994,26.27,54.6325
2023-06-19 00:00:00,Hyderabad,202.99,,,291.0125
2023-06-19 00:00:00,Indore,,50.03,31.455000000000002,107.38874999999999
2023-06-19 00:00:00,Jaipur,237.86,53.8275,,139.0091666666667
2023-06-19 00:00:00,Kochi,233.19,,,172.8825
2023-06-19 00:00:00,Kolkata,,83.88499999999999,,95.99833333333333
2023-06-19 00:00:00,Lucknow,228.62,24.0,25.87,129.6185
2023-06-19 00:00:00,Madurai,,53.67,,53.67
2023-06-19 00:00:00,Mumbai,233.46499999999997,,,131.68499999999997
2023-06-19 00:00:00,Nagpur,136.45,30.05,18.79,82.82400000000001
2023-06-19 00:00:00,Nashik,17.59,39.19,19.93,110.09399999999998
2023-06-19 00:00:00,Patna,99.78,6.06,21.2175,135.01187499999997
2023-06-19 00:00:00,Pune,43.07,57.94,,65.96666666666665
2023-06-19 00:00:00,Surat,,89.68,,98.26833333333335
2023-06-20 00:00:00,Ahmedabad,206.87,34.85,,108.02375
2023-06-20 00:00:00,Bengaluru,,49.048,45.144999999999996,180.58100000000002
2023-06-20 00:00:00,Bhopal,,25.46,,203.59
2023-06-20 00:00:00,Chandigarh,,42.875,24.456666666666667,59.41055555555556
2023-06-20 00:00:00,Chennai,157.91,,13.45,102.6975
2023-06-20 00:00:00,Coimbatore,,30.83,,167.85999999999999
2023-06-20 00:00:00,Delhi,,,,163.875
2023-06-20 00:00:00,Hyderabad,256.34,58.18,,133.52666666666667
2023-06-20 00:00:00,Indore,34.16,,5.96,20.06
2023-06-20 00:00:00,Jaipur,,,,34.035
2023-06-20 00:00:00,Kochi,118.8,,,154.79333333333335
2023-06-20 00:00:00,Kolkata,156.8,45.22,21.46,92.64750000000001
2023-06-20 00:00:00,Lucknow,54.26,,,116.16333333333334
2023-06-20 00:00:00,Madurai,224.58,,27.656666666666666,189.86416666666668
2023-06-20 00:00:00,Mumbai,135.34,76.88,,119.08916666666667
2023-06-20 00:00:00,Nagpur,278.39,40.074999999999996,,148.02333333333334
2023-06-20 00:00:00,Nashik,128.08,,,191.3466666666667
2023-06-20 00:00:00,Patna,,53.55,28.366666666666664,119.74055555555555
2023-06-20 00:00:00,Pune,,47.41,,93.79833333333333
2023-06-20 00:00:00,Surat,25.75,54.135,,128.8775
2023-06-21 00:00:00,Ahmedabad,132.75,7.46,20.433333333333334,86.73199999999999
2023-06-21 00:00:00,Bengaluru,,90.12,21.036666666666665,66.70722222222223
2023-06-21 00:00:00,Bhopal,273.76,49.65,,161.70499999999998
2023-06-21 00:00:00,Chandigarh,279.82,82.13,,180.975
2023-06-21 00:00:00,Chennai,151.27,53.12,,90.56875000000001
2023-06-21 00:00:00,Coimbatore,,52.51,38.695,79.46833333333332
2023-06-21 00:00:00,Delhi,,51.925,3.22,75.93708333333333
2023-06-21 00:00:00,Hyderabad,,,23.24666666666667,94.62888888888888
2023-06-21 00:00:00,Indore,,41.11,25.485,94.075
2023-06-21 00:00:00,Jaipur,207.57,84.86,24.465,158.93433333333334
2023-06-21 00:00:00,Kochi,194.4,94.01,47.2,99.832
2023-06-21 00:00:00,Kolkata,288.38,25.53,5.17,106.36
2023-06-21 00:00:00,Lucknow,160.1,37.59,41.68,136.9325
2023-06-21 00:00:00,Madurai,179.64,,,200.415
2023-06-21 00:00:00,Mumbai,82.35333333333334,52.095,,67.22416666666666
2023-06-21 00:00:00,Nagpur,96.72333333333331,,15.305,56.014166666666654
2023-06-21 00:00:00,Nashik,107.644,,45.84,81.07133333333333
2023-06-21 00:00:00,Patna,,45.85666666666666,,85.51833333333333
2023-06-21 00:00:00,Pune,94.75999999999999,89.99,21.665,106.6385
2023-06-21 00:00:00,Surat,150.46,29.42,19.89,145.28799999999998
2023-06-22 00:00:00,Ahmedabad,77.64,,26.79,119.1275
2023-06-22 00:00:00,Bengaluru,202.16,54.105000000000004,40.71,100.618
2023-06-22 00:00:00,Bhopal,,83.02,26.645,83.91625
2023-06-22 00:00:00,Chandigarh,227.785,34.32,11.265,83.5925
2023-06-22 00:00:00,Chennai,47.17333333333334,98.53,24.195,86.32166666666666
2023-06-22 00:00:00,Coimbatore,,,,150.325
2023-06-22 00:00:00,Delhi,26.09,47.74,25.55,57.4
2023-06-22 00:00:00,Hyderabad,13.16,80.54,7.85,77.03500000000001
2023-06-22 00:00:00,Indore,,83.87,8.53,107.90749999999998
2023-06-22 00:00:00,Jaipur,,70.63499999999999,27.47,126.70166666666667
2023-06-22 00:00:00,Kochi,,,46.19,160.0725
2023-06-22 00:00:00,Kolkata,115.17666666666666,75.1,20.215,137.07633333333334
2023-06-22 00:00:00,Lucknow,115.03,39.5,32.54,141.73749999999998
2023-06-22 00:00:00,Madurai,190.16,65.21666666666665,42.18,88.45533333333333
2023-06-22 00:00:00,Mumbai,,,,170.8575
2023-06-22 00:00:00,Nagpur,150.995,14.37,41.075,100.082
2023-06-22 00:00:00,Nashik,,76.19,30.1,136.1175
2023-06-22 00:00:00,Patna,75.78,19.375,,68.93166666666667
2023-06-22 00:00:00,Pune,48.64,30.09,,115.72291666666666
2023-06-22 00:00:00,Surat,222.87,59.02,,142.07666666666668
2023-06-23 00:00:00,Ahmedabad,204.94,64.06,6.47,96.7175
2023-06-23 00:00:00,Bengaluru,168.75333333333333,62.47,14.87,108.25866666666666
2023-06-23 00:00:00,Bhopal,219.92,52.089999999999996,34.01,158.142
2023-06-23 00:00:00,Chandigarh,149.45499999999998,29.19,37.53,126.04099999999998
2023-06-23 00:00:00,Chennai,233.57,,,178.65
2023-06-23 00:00:00,Coimbatore,197.88,95.15,4.74,109.7775
2023-06-23 00:00:00,Delhi,154.1525,,,122.99416666666667
2023-06-23 00:00:00,Hyderabad,58.9,,19.855,68.02250000000001
2023-06-23 00:00:00,Indore,113.33500000000001,73.745,28.48,129.05200000000002
2023-06-23 00:00:00,Jaipur,,28.1,27.16,98.21166666666667
2023-06-23 00:00:00,Kochi,,64.39,16.86,60.1
2023-06-23 00:00:00,Kolkata,,,,165.41
2023-06-23 00:00:00,Lucknow,296.42,,2.13,161.71
2023-06-23 00:00:00,Madurai,132.97,13.75,,135.80999999999997
2023-06-23 00:00:00,Mumbai,,48.084999999999994,35.28,41.6825
2023-06-23 00:00:00,Nagpur,66.17,64.48,,65.325
2023-06-23 00:00:00,Nashik,152.54,,19.31,139.39333333333335
2023-06-23 00:00:00,Patna,,85.04,9.65,61.50333333333334
2023-06-23 00:00:00,Pune,161.56333333333333,,16.365,149.20958333333334
2023-06-23 00:00:00,Surat,212.67,,8.675,168.37166666666664
2023-06-24 00:00:00,Ahmedabad,,42.45333333333333,25.630000000000003,86.07777777777778
2023-06-24 00:00:00,Bengaluru,,18.025,37.254999999999995,27.639999999999997
2023-06-24 00:00:00,Bhopal,233.365,92.82499999999999,,152.1577777777778
2023-06-24 00:00:00,Chandigarh,151.415,48.64333333333334,30.30666666666666,117.33699999999999
2023-06-24 00:00:00,Chennai,68.37,33.52,26.98,84.7212
2023-06-24 00:00:00,Coimbatore,264.62,59.29,16.8,96.07500000000002
2023-06-24 00:00:00,Delhi,,22.96,18.79,39.83083333333333
2023-06-24 00:00:00,Hyderabad,132.76666666666668,,21.51,130.97541666666666
2023-06-24 00:00:00,Indore,,16.05,,16.05
2023-06-24 00:00:00,Jaipur,,49.25,8.64,51.54222222222222
2023-06-24 00:00:00,Kochi,102.92,30.576666666666664,,189.17222222222222
2023-06-24 00:00:00,Kolkata,220.35,,23.11,189.67
2023-06-24 00:00:00,Lucknow,,47.715,26.543333333333333,114.78208333333333
2023-06-24 00:00:00,Madurai,111.54,53.135000000000005,,162.17
2023-06-24 00:00:00,Mumbai,221.86,,7.800000000000001,187.5875
2023-06-24 00:00:00,Nagpur,11.22,93.27000000000001,4.69,113.16799999999998
2023-06-24 00:00:00,Nashik,106.13,28.0,,78.36333333333333
2023-06-24 00:00:00,Patna,,,30.48,114.37333333333333
2023-06-24 00:00:00,Pune,242.275,22.314999999999998,25.072,149.60639999999998
2023-06-24 00:00:00,Surat,298.59,45.0,22.2725,119.13850000000002
2023-06-25 00:00:00,Ahmedabad,212.265,,,147.6325
2023-06-25 00:00:00,Bengaluru,179.485,,38.92,143.43625
2023-06-25 00:00:00,Bhopal,157.1675,,,164.8325
2023-06-25 00:00:00,Chandigarh,123.82000000000001,6.26,,157.05124999999998
2023-06-25 00:00:00,Chennai,79.78,,40.69,51.60333333333333
2023-06-25 00:00:00,Coimbatore,157.66,25.03,9.88,69.57249999999999
2023-06-25 00:00:00,Delhi,198.97,38.215,31.39,105.349
2023-06-25 00:00:00,Hyderabad,140.055,52.63,,138.9575
2023-06-25 00:00:00,Indore,57.42,,,82.5775
2023-06-25 00:00:00,Jaipur,153.845,56.825,35.4,82.74875
2023-06-25 00:00:00,Kochi,,99.59,,113.66444444444444
2023-06-25 00:00:00,Kolkata,283.02,52.53,37.05,116.30874999999999
2023-06-25 00:00:00,Lucknow,,70.97,,62.17666666666666
2023-06-25 00:00:00,Madurai,98.255,,23.842000000000002,151.47175
2023-06-25 00:00:00,Mumbai,179.515,,,217.8166666666667
2023-06-25 00:00:00,Nagpur,233.5,41.17,,128.24
2023-06-25 00:00:00,Nashik,,65.44,26.91,66.975
2023-06-25 00:00:00,Patna,236.02,,11.51,147.17333333333332
2023-06-25 00:00:00,Pune,120.45599999999999,35.55,19.79,77.0165
2023-06-25 00:00:00,Surat,,,31.316666666666663,49.085
2023-06-26 00:00:00,Ahmedabad,82.11,44.2,,159.46333333333334
2023-06-26 00:00:00,Bengaluru,,87.43,29.96,87.3175
2023-06-26 00:00:00,Bhopal,197.525,70.04666666666667,49.67,114.25433333333335
2023-06-26 00:00:00,Chandigarh,278.03,,46.254999999999995,142.85833333333332
2023-06-26 00:00:00,Chennai,177.105,94.68,,153.42583333333332
2023-06-26 00:00:00,Coimbatore,,,39.21,39.21
2023-06-26 00:00:00,Delhi,52.655,16.47,23.44,30.855
2023-06-26 00:00:00,Hyderabad,,43.8,39.655,91.40833333333335
2023-06-26 00:00:00,Indore,,55.075,30.689999999999998,115.82541666666667
2023-06-26 00:00:00,Jaipur,,,,169.295
2023-06-26 00:00:00,Kochi,,18.74,,39.394999999999996
2023-06-26 00:00:00,Kolkata,179.82666666666668,74.16,,116.24222222222222
2023-06-26 00:00:00,Lucknow,290.21000000000004,45.32,,160.36666666666667
2023-06-26 00:00:00,Madurai,89.0875,,,89.0875
2023-06-26 00:00:00,Mumbai,289.14,47.71,,120.17
2023-06-26 00:00:00,Nagpur,16.63,,13.92,28.088333333333335
2023-06-26 00:00:00,Nashik,36.68,30.0,32.71,44.8275
2023-06-26 00:00:00,Patna,20.48,,,65.445
2023-06-26 00:00:00,Pune,204.985,,11.45,193.46125
2023-06-26 00:00:00,Surat,163.94,,,246.14000000000001
2023-06-27 00:00:00,Ahmedabad,,41.9175,33.295,61.160833333333336
2023-06-27 00:00:00,Bengaluru,,,,162.745
2023-06-27 00:00:00,Bhopal,,39.19,,134.77666666666667
2023-06-27 00:00:00,Chandigarh,78.78500000000001,72.65,10.61,51.03625
2023-06-27 00:00:00,Chennai,260.31,5.1,24.34,96.58333333333333
2023-06-27 00:00:00,Coimbatore,216.01,70.72,,123.8925
2023-06-27 00:00:00,Delhi,,,,430.67
2023-06-27 00:00:00,Hyderabad,112.935,,46.59,134.16375
2023-06-27 00:00:00,Indore,99.21,46.32333333333333,,169.09444444444443
2023-06-27 00:00:00,Jaipur,25.05,,,71.38
2023-06-27 00:00:00,Kochi,,96.58,,240.73999999999998
2023-06-27 00:00:00,Kolkata,,,47.894999999999996,107.55499999999999
2023-06-27 00:00:00,Lucknow,126.53333333333335,24.67,27.07,59.42444444444445
2023-06-27 00:00:00,Madurai,239.27,,4.29,155.7475
2023-06-27 00:00:00,Mumbai,116.05,,,120.725
2023-06-27 00:00:00,Nagpur,,14.55,47.53,104.63166666666667
2023-06-27 00:00:00,Nashik,,70.305,,165.81
2023-06-27 00:00:00,Patna,108.79,8.07,,128.72625
2023-06-27 00:00:00,Pune,212.04500000000002,,43.28,143.6575
2023-06-27 00:00:00,Surat,193.09,33.12,23.55,89.348
2023-06-28 00:00:00,Ahmedabad,181.94,71.07,14.68,146.856
2023-06-28 00:00:00,Bengaluru,,14.095,11.370000000000001,37.14541666666666
2023-06-28 00:00:00,Bhopal,,45.49666666666667,16.9,110.59291666666667
2023-06-28 00:00:00,Chandigarh,124.28,,,83.805
2023-06-28 00:00:00,Chennai,,,,181.3075
2023-06-28 00:00:00,Coimbatore,132.17,16.665,29.175,52.3275
2023-06-28 00:00:00,Delhi,76.29,72.77,,95.59333333333332
